Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
127.32	101702.70	1.09	0.08	0.12	1.01	12.44	9.02	1.52	32.65	34.6
127.34	101702.70	1.09	0.09	0.12	1.03	12.50	9.33	1.65	32.65	34.5
127.37	101702.19	1.13	0.09	0.12	1.02	12.07	8.84	1.40	32.65	34.3
127.39	101700.10	1.31	0.08	0.12	1.02	12.38	8.96	1.46	32.64	34.3
127.42	101705.17	0.89	0.08	0.12	1.02	12.32	9.21	1.28	32.66	34.4
127.44	101705.17	0.89	0.09	0.12	1.02	12.32	9.27	1.65	32.66	34.5
127.47	101701.53	1.19	0.09	0.12	1.02	12.20	8.84	1.28	32.66	34.6
127.49	101704.09	0.98	0.09	0.12	1.03	12.13	9.21	1.46	32.65	34.4
127.52	101704.09	0.98	0.08	0.12	1.03	12.13	9.15	1.46	32.65	34.4
127.55	101704.16	0.97	0.09	0.12	1.03	12.20	9.33	1.28	32.65	34.6
127.57	101707.09	0.73	0.08	0.12	1.02	12.13	9.15	1.40	32.66	34.4
127.59	101707.09	0.73	0.09	0.12	1.02	12.26	8.96	1.65	32.65	34.6
127.62	101704.27	0.96	0.08	0.12	1.02	12.13	9.39	1.52	32.65	34.7
127.64	101703.57	1.02	0.09	0.12	1.02	12.26	9.09	1.40	32.65	34.5
127.67	101706.70	0.76	0.09	0.12	1.02	12.26	9.51	1.52	32.65	34.4
127.69	101706.70	0.76	0.08	0.12	1.02	12.38	9.09	1.52	32.65	34.6
127.72	101703.05	1.06	0.09	0.12	1.02	12.13	9.02	1.28	32.65	34.5
127.75	101704.79	0.92	0.09	0.12	1.02	12.20	9.09	1.52	32.65	34.5
127.77	101704.79	0.92	0.08	0.12	1.02	12.26	9.09	1.46	32.66	34.5
127.80	101706.05	0.81	0.08	0.12	1.03	12.38	8.84	1.52	32.66	34.4
127.82	101703.92	0.99	0.09	0.12	1.03	12.26	9.39	1.52	32.64	34.4
127.85	101699.41	1.24	0.09	0.12	1.02	12.26	9.09	1.65	32.65	34.4
127.87	101700.97	1.24	0.09	0.12	1.02	12.20	9.27	1.46	32.65	34.5
127.90	101705.14	0.89	0.08	0.12	1.01	12.32	8.90	1.40	32.65	34.4
127.93	101703.47	1.03	0.08	0.12	1.02	12.26	9.21	1.52	32.65	34.5
127.95	101703.47	1.03	0.08	0.12	1.02	12.44	9.02	1.52	32.66	34.6
127.97	101703.79	1.00	0.08	0.12	1.02	12.26	9.27	1.40	32.66	34.5
128.00	101708.44	0.62	0.09	0.12	1.02	12.32	9.21	1.65	32.65	34.5
128.03	101708.44	1.01	0.09	0.12	1.02	12.44	9.15	1.59	32.65	34.4
128.05	101703.74	1.01	0.09	0.12	1.02	12.07	8.90	1.46	32.65	34.5
128.07	101701.66	1.18	0.08	0.12	1.02	12.38	9.51	1.40	32.65	34.6
128.10	101700.45	1.28	0.09	0.12	1.02	12.32	9.27	1.40	32.65	34.6
128.13	101700.45	1.28	0.08	0.12	1.02	12.26	8.96	1.65	32.65	34.6
128.15	101706.52	0.77	0.08	0.12	1.02	12.20	9.21	1.40	32.65	34.4
128.18	101703.74	1.01	0.08	0.12	1.02	12.38	8.96	1.65	32.65	34.4
128.20	101703.74	1.01	0.09	0.12	1.02	11.95	8.90	1.52	32.65	34.4
128.23	101703.74	1.01	0.08	0.13	1.02	11.89	9.27	1.52	32.65	34.4
128.25	101707.39	0.70	0.09	0.12	1.02	12.50	9.02	1.28	32.65	34.5
128.28	101703.74	1.01	0.09	0.12	1.02	12.38	9.15	1.52	32.65	34.5
128.30	101703.74	1.01	0.09	0.12	1.03	12.26	9.09	1.59	32.65	34.5
128.33	101702.36	1.12	0.08	0.12	1.02	12.26	9.15	1.65	32.64	34.7
128.36	101702.47	1.11	0.09	0.12	1.02	12.44	9.09	1.52	32.66	34.6
128.38	101702.47	0.99	0.09	0.12	1.02	12.26	9.15	1.65	32.65	34.5
128.41	101703.92	0.99	0.08	0.12	1.02	12.01	9.27	1.52	32.65	34.3
128.43	101706.73	0.76	0.09	0.12	1.02	12.32	9.39	1.46	32.66	34.5
128.46	101702.02	1.15	0.09	0.12	1.02	12.38	9.15	1.34	32.65	34.4
128.48	101702.02	1.15	0.09	0.12	1.02	12.20	9.09	1.52	32.65	34.3
128.51	101702.60	1.10	0.08	0.12	1.03	12.38	8.72	1.59	32.65	34.6
128.53	101702.53	1.11	0.08	0.12	1.02	12.32	9.21	1.59	32.65	34.5
128.56	101702.53	1.02	0.08	0.12	1.02	12.32	9.27	1.16	32.66	34.6
128.59	101703.52	1.02	0.09	0.12	1.02	12.32	9.27	1.65	32.66	34.6
128.61	101704.83	0.92	0.08	0.12	1.02	12.44	9.33	1.46	32.66	34.6
128.63	101702.60	1.10	0.09	0.12	1.02	12.32	9.57	1.52	32.65	34.5
128.66	101702.60	1.10	0.09	0.12	1.01	12.50	9.39	1.46	32.65	34.6
128.68	101701.84	1.16	0.09	0.12	1.03	12.13	8.96	1.46	32.64	34.4
128.71	101705.00	0.90	0.09	0.12	1.02	12.44	8.90	1.59	32.66	34.4
128.74	101705.00	1.03	0.09	0.12	1.02	12.26	9.09	1.59	32.64	34.4
128.76	101703.40	1.03	0.08	0.12	1.02	12.50	9.39	1.65	32.64	34.6
128.79	101703.74	1.01	0.09	0.12	1.02	12.20	9.15	1.40	32.65	34.5
128.81	101705.38	0.87	0.09	0.12	1.02	12.13	9.21	1.52	32.65	34.6
128.84	101705.38	0.87	0.09	0.12	1.02	12.44	8.96	1.65	32.65	34.4
128.86	101705.20	0.89	0.09	0.13	1.02	12.38	8.90	1.46	32.65	34.4
128.89	101704.69	0.93	0.08	0.12	1.02	12.38	9.09	1.46	32.65	34.6
128.91	101704.69	0.93	0.08	0.12	1.02	12.32	9.21	1.34	32.66	34.6
128.94	101707.44	0.70	0.08	0.12	1.01	12.32	9.15	1.40	32.66	34.6
128.97	101700.62	1.26	0.08	0.13	1.02	12.38	9.21	1.59	32.65	34.6
128.99	101703.05	1.06	0.09	0.12	1.02	12.44	9.15	1.34	32.65	34.4
129.01	101703.05	1.06	0.08	0.13	1.02	12.13	9.09	1.59	32.65	34.5
129.04	101705.91	0.83	0.09	0.12	1.02	12.20	9.27	1.65	32.65	34.5
129.06	101706.22	0.80	0.08	0.12	1.02	12.56	9.15	1.40	32.66	34.5
129.09	101706.22	0.80	0.09	0.12	1.02	12.26	9.02	1.46	32.66	34.4
129.12	101701.14	1.22	0.09	0.12	1.02	12.26	9.33	1.46	32.64	34.5
129.14	101704.96	0.90	0.08	0.12	1.01	12.68	8.90	1.52	32.65	34.7
129.17	101704.96	1.02	0.08	0.12	1.01	12.38	9.21	1.65	32.65	34.4
129.19	101703.57	1.02	0.09	0.12	1.02	12.26	9.09	1.65	32.65	34.4
129.22	101706.05	0.81	0.09	0.12	1.03	12.32	9.27	1.28	32.66	34.6
129.24	101704.52	0.94	0.08	0.12	1.02	12.26	8.84	1.46	32.65	34.6
129.27	101704.52	0.94	0.08	0.12	1.02	12.32	9.15	1.59	32.65	34.5
129.29	101702.02	1.15	0.09	0.12	1.02	12.50	9.15	1.52	32.64	34.4
129.32	101706.00	0.82	0.08	0.12	1.02	12.26	9.15	1.59	32.65	34.4
129.34	101706.00	0.82	0.08	0.12	1.02	12.38	9.27	1.65	32.65	34.5
129.37	101704.96	0.90	0.09	0.12	1.02	12.56	9.02	1.59	32.65	34.3
129.39	101702.95	1.07	0.09	0.12	1.02	12.56	9.45	1.34	32.65	34.5
129.42	101704.31	0.96	0.09	0.12	1.03	12.32	9.39	1.46	32.66	34.4
129.44	101704.31	0.96	0.08	0.13	1.02	12.13	9.39	1.40	32.66	34.5
129.47	101702.28	1.13	0.09	0.12	1.03	12.01	9.09	1.71	32.63	34.5
129.49	101704.79	0.92	0.08	0.12	1.02	12.20	9.15	1.40	32.65	34.4
129.52	101704.79	0.92	0.09	0.12	1.02	12.50	9.02	1.71	32.65	34.6
129.55	101702.88	1.08	0.09	0.12	1.02	12.56	9.39	1.46	32.65	34.3
129.57	101705.14	0.89	0.08	0.12	1.02	12.20	9.21	1.65	32.65	34.4
129.60	101702.53	1.11	0.09	0.12	1.02	12.07	9.21	1.59	32.64	34.5
129.62	101702.53	1.11	0.08	0.12	1.02	12.32	9.27	1.52	32.64	34.5
129.65	101704.27	0.96	0.08	0.12	1.02	12.44	9.21	1.52	32.64	34.5
129.67	101704.61	0.93	0.08	0.12	1.02	12.07	9.21	1.65	32.64	34.4
129.70	101704.61	0.93	0.09	0.13	1.02	12.44	9.09	1.46	32.64	34.5
129.72	101707.09	0.73	0.09	0.12	1.02	12.56	9.21	1.52	32.66	34.7
129.75	101704.52	0.94	0.09	0.12	1.02	12.32	9.21	1.40	32.65	34.7
129.77	101704.52	0.89	0.09	0.12	1.02	12.32	9.02	1.34	32.65	34.4
129.80	101705.14	0.89	0.08	0.12	1.03	12.13	9.21	1.46	32.65	34.4
129.82	101705.20	0.89	0.08	0.12	1.02	11.95	9.27	1.40	32.65	34.3
129.85	101704.44	0.95	0.09	0.12	1.02	12.32	9.15	1.59	32.65	34.6
129.87	101704.44	0.95	0.09	0.12	1.02	12.56	9.09	1.46	32.65	34.6
129.90	101705.83	0.83	0.08	0.12	1.02	12.38	9.15	1.40	32.65	34.4
129.94	101707.39	0.70	0.08	0.12	1.03	12.32	9.39	1.46	32.65	34.3
129.96	101705.34	0.87	0.09	0.12	1.02	12.26	9.27	1.28	32.66	34.5
129.99	101705.34	0.87	0.09	0.12	1.02	12.07	9.02	1.46	32.65	34.5
130.01	101706.70	0.76	0.09	0.12	1.02	12.26	9.09	1.40	32.65	34.3
130.03	101702.19	1.13	0.08	0.12	1.02	12.20	9.02	1.46	32.64	34.3
130.06	101705.17	0.89	0.08	0.12	1.02	12.32	9.33	1.46	32.66	34.5
130.09	101705.17	0.89	0.09	0.12	1.02	12.32	9.39	1.65	32.66	34.6
130.11	101702.88	1.08	0.09	0.12	1.02	12.07	9.09	1.40	32.65	34.4
130.14	101698.19	1.47	0.09	0.12	1.02	12.26	9.09	1.52	32.64	34.4
130.16	101698.19	1.47	0.09	0.12	1.02	12.13	9.15	1.71	32.66	34.6
130.19	101704.48	0.94	0.09	0.12	1.02	12.13	9.09	1.71	32.66	34.5
130.21	101701.04	1.23	0.09	0.12	1.02	12.13	9.27	1.40	32.65	34.6
130.24	101701.04	1.17	0.09	0.12	1.01	12.26	9.27	1.34	32.65	34.6
130.26	101701.73	1.17	0.09	0.12	1.02	12.20	9.21	1.59	32.65	34.3
130.29	101706.17	0.80	0.08	0.12	1.03	12.20	9.15	1.52	32.65	34.5
130.31	101706.17	0.80	0.09	0.13	1.02	12.26	9.27	1.52	32.65	34.6
130.34	101706.17	0.80	0.09	0.12	1.02	12.32	9.09	1.77	32.65	34.4
130.37	101704.96	0.90	0.08	0.12	1.01	12.26	9.27	1.28	32.65	34.5
130.39	101704.52	0.94	0.09	0.12	1.01	12.38	9.09	1.52	32.65	34.4
130.41	101704.52	1.26	0.08	0.12	1.02	12.26	9.39	1.46	32.65	34.5
130.44	101701.49	1.19	0.09	0.12	1.02	12.32	8.90	1.46	32.65	34.6
130.47	101702.36	1.12	0.09	0.12	1.02	12.13	9.15	1.52	32.64	34.4
130.49	101704.86	0.91	0.08	0.12	1.02	12.38	9.15	1.83	32.65	34.4
130.52	101704.86	0.91	0.09	0.12	1.02	12.01	8.84	1.46	32.65	34.5
130.54	101703.47	1.03	0.09	0.12	1.02	12.26	9.09	1.34	32.65	34.4
130.57	101703.12	1.06	0.08	0.12	1.02	12.20	9.09	1.46	32.65	34.5
130.59	101703.12	1.06	0.09	0.12	1.01	12.44	9.21	1.46	32.65	34.6
130.62	101703.64	1.01	0.08	0.12	1.02	12.20	9.09	1.52	32.65	34.5
130.64	101703.40	1.03	0.09	0.13	1.02	12.13	8.90	1.46	32.64	34.5
130.67	101702.98	1.07	0.08	0.12	1.02	12.32	9.02	1.34	32.63	34.5
130.69	101702.98	1.07	0.08	0.12	1.02	11.95	9.21	1.46	32.63	34.5
130.72	101705.73	0.84	0.09	0.12	1.02	12.38	8.96	1.40	32.65	34.3
130.75	101705.03	0.90	0.08	0.12	1.02	12.32	8.78	1.34	32.65	34.5
130.77	101705.03	0.90	0.08	0.12	1.02	11.95	9.02	1.65	32.65	34.4
130.80	101701.66	1.18	0.08	0.12	1.02	12.26	9.21	1.28	32.65	34.5
130.82	101702.88	1.08	0.09	0.13	1.02	12.38	9.39	1.40	32.64	34.7
130.85	101703.98	0.99	0.09	0.12	1.03	12.38	9.21	1.59	32.65	34.6
130.87	101703.98	0.99	0.09	0.12	1.02	12.26	9.27	1.52	32.65	34.8
130.90	101703.81	1.00	0.09	0.12	1.02	12.50	9.33	1.40	32.65	34.5
130.93	101704.27	0.96	0.09	0.12	1.02	12.32	8.96	1.46	32.65	34.6
130.95	101704.27	0.96	0.09	0.12	1.02	12.20	8.96	1.46	32.65	34.5
130.97	101704.09	0.98	0.09	0.12	1.02	12.26	9.09	1.40	32.65	34.6
131.00	101702.95	1.07	0.09	0.12	1.02	12.07	9.27	1.46	32.65	34.4
131.02	101700.72	1.26	0.09	0.12	1.02	12.32	9.15	1.65	32.63	34.6
131.05	101700.72	1.26	0.08	0.12	1.02	12.32	8.78	1.59	32.63	34.4
131.07	101703.40	1.03	0.09	0.12	1.02	12.32	9.09	1.46	32.63	34.4
131.10	101706.94	0.74	0.09	0.12	1.02	12.13	9.15	1.46	32.65	34.5
131.13	101706.94	0.74	0.09	0.12	1.03	12.26	9.09	1.59	32.65	34.6
131.15	101704.34	0.96	0.09	0.12	1.02	12.26	9.15	1.65	32.65	34.6
131.18	101703.74	1.01	0.09	0.12	1.02	12.32	8.96	1.52	32.64	34.5
131.20	101704.44	0.95	0.08	0.12	1.02	12.26	8.90	1.71	32.65	34.6
131.23	101704.44	0.95	0.09	0.12	1.02	12.32	9.15	1.65	32.65	34.5
131.25	101703.50	1.03	0.09	0.12	1.02	12.32	9.21	1.52	32.63	34.4
131.28	101702.02	1.15	0.09	0.12	1.02	12.20	8.90	1.34	32.64	34.5
131.30	101702.02	1.15	0.09	0.12	1.02	12.01	8.96	1.40	32.64	34.6
131.33	101705.66	0.85	0.09	0.12	1.01	12.26	9.45	1.34	32.64	34.6
131.35	101706.70	0.76	0.08	0.12	1.02	12.32	9.02	1.46	32.65	34.5
131.38	101703.92	0.99	0.08	0.12	1.02	12.26	9.15	1.89	32.64	34.5
131.40	101703.92	0.99	0.08	0.12	1.02	12.26	9.27	1.52	32.64	34.6
131.43	101705.48	0.86	0.09	0.12	1.02	12.44	8.84	1.59	32.65	34.5
131.45	101703.81	1.00	0.08	0.12	1.02	12.26	9.09	1.40	32.65	34.6
131.48	101703.81	1.00	0.09	0.12	1.02	12.07	9.33	1.59	32.65	34.6
131.50	101707.81	0.67	0.09	0.12	1.02	12.01	9.33	1.28	32.65	34.7
131.53	101705.31	0.88	0.08	0.12	1.02	12.32	9.15	1.40	32.65	34.5
131.56	101706.87	0.75	0.09	0.12	1.02	12.26	9.15	1.77	32.65	34.5
131.58	101706.87	0.75	0.09	0.12	1.02	12.26	9.09	1.59	32.65	34.4
131.61	101702.78	1.09	0.09	0.12	1.02	12.38	9.15	1.65	32.65	34.6
131.63	101705.66	0.85	0.09	0.12	1.02	12.13	9.27	1.65	32.65	34.4
131.66	101705.66	0.85	0.09	0.12	1.02	12.50	9.27	1.65	32.65	34.5
131.68	101704.34	0.96	0.09	0.12	1.01	12.13	9.33	1.59	32.65	34.5
131.71	101702.53	1.11	0.08	0.12	1.02	12.26	9.09	1.65	32.64	34.5
131.74	101701.42	1.20	0.09	0.12	1.02	12.26	9.09	1.59	32.63	34.5
131.76	101701.42	1.20	0.09	0.12	1.02	12.38	9.02	1.34	32.63	34.6
131.79	101704.69	0.93	0.08	0.12	1.03	12.38	9.21	1.65	32.65	34.6
131.81	101703.74	1.01	0.09	0.12	1.02	12.20	9.09	1.46	32.65	34.5
131.84	101703.74	1.01	0.09	0.12	1.02	12.32	9.15	1.46	32.65	34.6
131.86	101703.64	1.01	0.09	0.12	1.02	12.32	9.21	1.46	32.65	34.5
131.89	101703.84	1.00	0.09	0.12	1.02	12.20	9.09	1.46	32.63	34.4
131.91	101703.84	0.90	0.09	0.12	1.02	12.32	8.96	1.52	32.63	34.5
131.94	101705.06	0.90	0.09	0.12	1.02	12.13	9.15	1.59	32.63	34.5
131.96	101705.66	0.85	0.09	0.12	1.02	12.32	9.27	1.52	32.64	34.4
131.99	101706.94	0.74	0.08	0.12	1.01	12.32	8.96	1.40	32.65	34.5
132.01	101706.94	0.74	0.08	0.12	1.02	12.38	9.27	1.65	32.65	34.5
132.04	101706.97	0.74	0.09	0.12	1.02	12.32	9.02	1.46	32.63	34.4
132.06	101706.70	0.76	0.09	0.12	1.02	12.13	9.21	1.59	32.65	34.4
132.09	101706.70	0.76	0.09	0.12	1.02	12.26	8.96	1.46	32.65	34.3
132.12	101703.74	1.01	0.08	0.12	1.03	12.32	9.21	1.46	32.64	34.4
132.14	101707.39	0.70	0.09	0.12	1.03	12.26	9.15	1.22	32.65	34.4
132.17	101706.08	0.81	0.09	0.12	1.02	12.07	9.21	1.46	32.65	34.4
132.19	101706.08	0.81	0.09	0.12	1.02	12.13	9.39	1.52	32.65	34.5
132.22	101705.73	0.84	0.08	0.12	1.02	12.44	9.33	1.40	32.65	34.4
132.25	101706.17	0.80	0.09	0.12	1.02	12.07	9.15	1.40	32.65	34.6
132.27	101706.17	0.80	0.08	0.12	1.02	12.38	8.84	1.34	32.64	34.5
132.29	101706.17	0.80	0.08	0.12	1.02	12.44	9.15	1.40	32.64	34.4
132.32	101704.36	0.95	0.09	0.12	1.02	12.44	9.21	1.65	32.63	34.7
132.35	101702.02	1.15	0.09	0.12	1.02	12.13	9.02	1.52	32.64	34.7
132.37	101702.02	1.15	0.09	0.12	1.02	11.77	9.09	1.59	32.64	34.5
132.40	101705.14	0.89	0.08	0.12	1.01	12.20	9.09	1.59	32.65	34.4
132.42	101702.19	1.13	0.09	0.12	1.01	12.20	9.21	1.59	32.64	34.4
132.45	101702.19	1.13	0.09	0.12	1.02	11.95	9.09	1.46	32.65	34.5
132.47	101704.16	0.97	0.08	0.12	1.02	12.26	9.21	1.46	32.65	34.4
132.50	101705.14	0.89	0.08	0.12	1.02	12.32	9.27	1.52	32.65	34.4
132.52	101706.34	0.79	0.08	0.12	1.02	12.32	9.02	1.40	32.64	34.5
132.55	101706.34	0.79	0.08	0.12	1.02	12.32	9.27	1.34	32.64	34.5
132.57	101705.93	0.82	0.08	0.12	1.01	12.13	9.15	1.52	32.63	34.4
132.60	101705.48	0.86	0.09	0.12	1.02	12.38	9.15	1.77	32.64	34.6
132.62	101705.48	0.86	0.08	0.12	1.03	12.32	9.15	1.46	32.65	34.4
132.65	101704.69	0.93	0.09	0.12	1.02	12.13	9.21	1.46	32.65	34.4
132.68	101703.57	1.02	0.09	0.12	1.02	12.32	9.27	1.52	32.64	34.5
132.70	101703.57	1.03	0.09	0.12	1.02	12.38	9.15	1.52	32.64	34.5
132.73	101703.40	1.03	0.09	0.12	1.02	12.44	8.96	1.34	32.64	34.5
132.75	101704.27	0.96	0.09	0.12	1.02	12.32	9.27	1.28	32.64	34.5
132.78	101705.03	0.90	0.09	0.12	1.02	12.32	9.09	1.46	32.65	34.4
132.80	101705.03	0.90	0.09	0.12	1.02	12.38	9.27	1.52	32.65	34.4
132.83	101703.57	1.02	0.09	0.12	1.02	12.20	9.33	1.46	32.64	34.3
132.85	101703.74	1.01	0.08	0.12	1.02	12.20	9.21	1.40	32.64	34.5
132.88	101703.74	1.01	0.09	0.12	1.02	12.01	9.15	1.52	32.65	34.5
132.90	101705.48	0.86	0.08	0.12	1.02	12.26	9.02	1.52	32.65	34.7
132.96	101700.34	1.29	0.09	0.12	1.02	12.50	9.09	1.34	32.65	34.4
132.98	101700.34	1.29	0.09	0.12	1.02	12.50	9.45	1.34	32.65	34.7
133.01	101705.91	0.83	0.09	0.12	1.02	12.26	8.96	1.65	32.65	34.4
133.03	101704.27	0.96	0.08	0.12	1.02	12.32	9.09	1.59	32.64	34.4
133.06	101705.55	0.86	0.09	0.12	1.02	12.26	9.21	1.52	32.65	34.7
133.09	101705.55	0.86	0.08	0.12	1.02	12.32	9.39	1.59	32.65	34.6
133.11	101703.84	1.00	0.09	0.12	1.02	12.32	9.21	1.28	32.63	34.4
133.14	101704.61	0.93	0.08	0.12	1.03	12.32	9.15	1.52	32.65	34.5
133.17	101703.98	0.99	0.09	0.12	1.02	12.38	9.33	1.46	32.65	34.5
133.20	101703.98	0.99	0.09	0.12	1.02	12.26	9.09	1.46	32.64	34.5
133.22	101704.44	0.95	0.08	0.12	1.02	12.07	9.27	1.46	32.64	34.6
133.25	101706.34	0.79	0.09	0.12	1.02	12.20	9.09	1.16	32.65	34.4
133.27	101705.38	0.87	0.08	0.12	1.02	12.38	8.96	1.52	32.65	34.5
133.30	101705.38	0.87	0.09	0.12	1.02	12.56	9.15	1.46	32.65	34.6
133.32	101701.59	1.18	0.09	0.12	1.02	12.32	9.27	1.46	32.63	34.6
133.35	101707.56	0.69	0.09	0.12	1.02	12.20	9.27	1.71	32.65	34.4
133.38	101705.66	0.85	0.09	0.12	1.02	12.32	9.02	1.40	32.63	34.3
133.40	101705.66	0.85	0.09	0.12	1.02	12.26	9.02	1.40	32.63	34.4
133.43	101708.26	0.63	0.08	0.12	1.02	12.13	9.15	1.22	32.65	34.4
133.45	101704.96	0.90	0.09	0.12	1.02	12.32	9.39	1.40	32.64	34.5
133.48	101704.96	0.90	0.09	0.12	1.02	12.20	9.15	1.59	32.64	34.6
133.50	101702.45	1.11	0.08	0.12	1.02	12.50	9.21	1.40	32.63	34.8
133.53	101703.22	1.05	0.08	0.12	1.02	12.44	9.15	1.59	32.64	34.2
133.55	101703.22	1.05	0.08	0.12	1.02	12.44	9.45	1.46	32.65	34.5
133.58	101705.83	0.83	0.09	0.12	1.02	12.07	9.21	1.34	32.65	34.6
133.60	101704.79	0.92	0.09	0.12	1.02	12.32	9.09	1.52	32.64	34.4
133.63	101704.79	0.92	0.08	0.12	1.02	12.13	9.39	1.71	32.65	34.4
133.65	101704.16	0.97	0.08	0.12	1.02	12.20	9.21	1.59	32.65	34.4
133.68	101702.63	1.10	0.09	0.12	1.02	12.20	8.96	1.52	32.63	34.6
133.70	101706.17	0.80	0.09	0.12	1.02	12.38	9.27	1.59	32.64	34.5
133.73	101706.17	0.80	0.08	0.12	1.03	12.44	9.45	1.59	32.64	34.4
133.75	101703.92	0.99	0.09	0.12	1.02	12.38	9.33	1.10	32.63	34.4
133.78	101704.61	0.93	0.08	0.12	1.02	12.38	9.27	1.34	32.64	34.5
133.81	101704.61	0.93	0.09	0.12	1.02	12.38	9.27	1.40	32.64	34.5
133.83	101703.57	1.02	0.09	0.12	1.02	12.13	9.09	1.34	32.64	34.2
133.85	101703.74	1.01	0.08	0.12	1.02	12.07	9.39	1.40	32.64	34.5
133.88	101706.87	0.75	0.08	0.12	1.02	12.20	9.09	1.46	32.64	34.3
133.91	101706.87	0.75	0.08	0.12	1.02	12.07	9.02	1.59	32.64	34.4
133.93	101704.44	0.95	0.09	0.12	1.02	12.62	9.02	1.40	32.64	34.4
133.96	101707.05	0.73	0.08	0.12	1.02	12.50	9.15	1.34	32.64	34.4
133.98	101707.05	0.97	0.08	0.12	1.02	12.20	9.27	1.59	32.63	34.6
134.01	101704.19	0.97	0.09	0.12	1.02	12.50	9.27	1.59	32.63	34.6
134.03	101703.05	1.06	0.09	0.12	1.02	12.32	9.21	1.34	32.63	34.5
134.06	101704.27	0.96	0.09	0.12	1.02	12.26	9.15	1.46	32.64	34.6
134.08	101704.27	0.96	0.08	0.12	1.02	12.07	9.09	1.46	32.64	34.4
134.11	101705.78	0.84	0.09	0.12	1.02	12.44	9.02	1.59	32.62	34.7
134.13	101708.43	0.62	0.09	0.12	1.02	12.07	9.21	1.65	32.64	34.6
134.16	101708.43	0.62	0.08	0.12	1.03	12.44	9.27	1.52	32.63	34.4
134.18	101707.84	0.67	0.09	0.12	1.02	12.20	9.02	1.59	32.63	34.4
134.21	101706.52	0.77	0.08	0.12	1.02	12.32	9.09	1.71	32.64	34.5
134.23	101706.52	1.03	0.08	0.12	1.02	12.26	9.27	1.65	32.63	34.6
134.26	101703.50	1.03	0.09	0.12	1.02	12.50	8.96	1.65	32.63	34.3
134.28	101704.36	0.95	0.09	0.12	1.02	12.13	8.96	1.46	32.63	34.5
134.31	101705.91	0.83	0.09	0.12	1.02	12.20	9.27	1.65	32.65	34.6
134.33	101705.91	0.83	0.09	0.12	1.02	12.26	9.09	1.46	32.65	34.5
134.36	101706.87	0.75	0.09	0.12	1.02	12.32	9.09	1.34	32.64	34.6
134.39	101707.22	0.72	0.08	0.12	1.02	12.20	9.15	1.40	32.64	34.4
134.41	101707.22	0.72	0.09	0.12	1.02	12.26	9.15	1.52	32.65	34.2
134.44	101708.78	0.59	0.09	0.12	1.02	12.13	8.96	1.28	32.65	34.6
134.46	101703.40	1.03	0.09	0.12	1.02	12.20	9.33	1.46	32.63	34.6
134.49	101706.70	0.76	0.09	0.12	1.02	12.44	9.15	1.65	32.65	34.4
134.51	101706.70	0.76	0.09	0.12	1.02	12.32	8.96	1.71	32.65	34.3
134.54	101702.88	1.08	0.08	0.12	1.02	12.38	9.15	1.52	32.63	34.3
134.56	101704.96	0.90	0.08	0.12	1.03	12.32	9.27	1.34	32.64	34.5
134.59	101704.96	0.90	0.09	0.12	1.02	12.26	9.21	1.59	32.64	34.3
134.61	101706.17	0.80	0.08	0.12	1.02	12.26	9.33	1.59	32.64	34.4
134.64	101705.66	0.85	0.09	0.12	1.02	12.26	9.39	1.77	32.64	34.4
134.66	101706.00	0.82	0.09	0.12	1.02	12.62	9.09	1.40	32.64	34.4
134.69	101706.00	0.82	0.09	0.12	1.03	12.26	9.21	1.46	32.64	34.6
134.71	101706.00	0.82	0.09	0.12	1.02	12.20	9.33	1.52	32.63	34.4
134.74	101708.33	0.63	0.08	0.12	1.02	12.32	9.02	1.71	32.65	34.4
134.76	101708.33	0.63	0.08	0.12	1.02	12.44	9.21	1.65	32.65	34.6
134.79	101705.30	0.88	0.09	0.12	1.03	12.38	9.09	1.52	32.63	34.4
134.81	101706.28	0.80	0.08	0.12	1.02	12.32	9.21	1.59	32.63	34.4
134.84	101706.28	0.80	0.09	0.12	1.02	12.26	9.45	1.40	32.64	34.4
134.86	101708.43	0.62	0.09	0.12	1.02	12.32	9.27	1.40	32.64	34.6
134.89	101705.48	0.86	0.09	0.12	1.02	12.38	9.15	1.65	32.64	34.5
134.91	101705.48	0.76	0.09	0.12	1.02	12.01	9.51	1.52	32.64	34.5
134.94	101706.70	0.76	0.08	0.12	1.02	12.26	9.27	1.52	32.64	34.4
134.96	101707.39	0.70	0.08	0.12	1.03	12.32	9.02	1.46	32.64	34.6
134.99	101708.77	0.59	0.09	0.12	1.02	12.32	9.15	1.59	32.64	34.4
135.01	101708.77	0.59	0.09	0.12	1.03	12.20	9.09	1.46	32.64	34.6
135.04	101706.97	0.74	0.09	0.12	1.03	12.50	9.02	1.52	32.63	34.4
135.06	101708.43	0.62	0.09	0.12	1.02	12.38	9.27	1.46	32.64	34.3
135.09	101708.43	0.62	0.09	0.12	1.02	12.20	9.15	1.59	32.63	34.5
135.11	101706.10	0.81	0.09	0.12	1.02	12.32	8.84	1.40	32.63	34.6
135.14	101710.86	0.42	0.08	0.12	1.02	12.56	9.02	1.40	32.64	34.6
